"indice","convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria"
"137","2024","Regidoria d'Igualtat","https://linktr.ee/Igualtatvh","ES","Barcelona","2024-03-04","18:00:00","41.020084 0.831877 0 0","41.020084","0.831877","0.0","0.0","Passatge Cal Marino s/n","{{http://www.vandellos-hospitalet.cat/actualitat/noticies/el-programa-d2019actes-del-8m-de-vandellos-i-l2019hospitalet-de-l2019infant-posara-l2019accent-en-l2019urbanisme-amb-perspectiva-de-genere/@@images/image/large}}","https://www.instagram.com/p/C4Fis3NNgr5/"
"138","2024","Colectivo Punt 6","https://www.instagram.com/collectiupunt6/","ES","Barcelona","2024-03-13","10:00:00","40.993228 0.921062 0 0","40.993228","0.921062","0.0","0.0","Carrer de l'Alamanda, 4","{{http://www.vandellos-hospitalet.cat/actualitat/noticies/el-programa-d2019actes-del-8m-de-vandellos-i-l2019hospitalet-de-l2019infant-posara-l2019accent-en-l2019urbanisme-amb-perspectiva-de-genere/@@images/5f21458e-4c8b-42d1-99dd-8a8431a17c4e.png}}","https://www.instagram.com/p/C3-YLYXNPI-/"
"139","2024","Plataforma 8M Toledo","https://www.facebook.com/plataforma8mtoledo/","ES","Toledo","2024-03-08","19:00:00","39.863968 -4.02558 0 0","39.863968","-4.02558","0.0","0.0","La Vega, Toledo","{{https://i.imgur.com/v1fr2KJ.jpg}}","https://www.facebook.com/photo/?fbid=804519348385325&set=a.638379308332664&__cft__[0]=AZUkx0YE65-Y7f13EdZd42YMcCxuk8QZiZXQ8GhaIIfbDbb6LxQRSjS1mt88wsAOqkk2kD7y-enKTHZ4fGdfzKX4U85kKQNaDu28U2zSplpwYQnY32pBIoJ8VFJSLvaTePZVjMFIWd-w8d-HhPymrup66BE_S6PynZypO9Ru24Bg0FXJn9Fmn71DaCMPGr9EXbQ&__tn__=EH-R"
"140","2024","Bicijainas","https://www.instagram.com/bicijainas","MX","Mexicali","2024-02-28","19:30:00","32.660396 -115.487459 0 0","32.660396","-115.487459","0.0","0.0","Av. Sebastián Lerdo de Tejada 566, Primera, 21000 Mexicali, B.C., México","{{https://drive.google.com/file/d/11oelOIwkhlVdqHZbvSG3FyroP61e5MFR/view?usp=sharing}}","https://www.instagram.com/p/C36PCDHhl7e/"
"141","2024","Concello de Vigo","","ES","Vigo","2024-03-06","20:00:00","42.23612 -8.726653 0 0","42.23612","-8.726653","0.0","0.0","Auditorio Municipal. Praza do Rei, 1, Vigo","{{https://hoxe.vigo.org/axenda/?id=1750&lang=cas}}","https://hoxe.vigo.org/axenda/?id=1750&lang=cas"
"142","2024","Wikiesfera","https://wikiesfera.org","ES","Madrid","2024-03-04","19:00:00","40.423694 -3.702366 0 0","40.423694","-3.702366","0.0","0.0","C/ Barco 40, Madrid","{{http://www.wikiesfera.org/wp-content/uploads/2023/05/2023-cabecera-actividades-640x340.jpg}}","https://www.wikiesfera.org/2024/03/01/marzo-2024/"
"143","2024","Concello de Vigo","","ES","Vigo","2024-03-06","20:00:00","42.236156 -8.726648 0 0","42.236156","-8.726648","0.0","0.0","Auditorio Municipal. Praza do rei, 1, Vigo, España","{{https://hoxe.vigo.org/axenda/?id=1750&lang=cas#}}","https://hoxe.vigo.org/axenda/?id=1750&lang=cas"
"144","2024","Plataforma Feminista 8M Tenerife","https://www.facebook.com/Pfeminista8MTF","ES","Santa Cruz de Tenerife","2024-03-08","19:00:00","28.468058 -16.256068 0 0","28.468058","-16.256068","0.0","0.0","Av. de Veinticinco de Julio / Plaza Weyler","{{https://i.imgur.com/wJRVpy3.jpg}}","https://twitter.com/PFeminista8mTF/status/1764303169926975888"
"145","2024","Asamblea 8m Zamora","https://www.facebook.com/coordinadora.feminista.127","ES","Zamora","2024-03-08","20:00:00","41.508165 -5.73909 0 0","41.508165","-5.73909","0.0","0.0","Milario (Marina)","{{https://i.imgur.com/In4oTKd.jpg}}","https://www.facebook.com/coordinadora.feminista.127"
"146","2024","Asamblea Feminista SV","https://www.facebook.com/AsambleaFemSV","SV","San Salvador","2024-03-09","10:00:00","13.715902 -89.203382 0 0","13.715902","-89.203382","0.0","0.0","La Minerva UES El Salvador","{{https://i.imgur.com/QMJGc52.jpg}}","https://twitter.com/AsambleaFemSV/status/1763260916475306390"
"147","2024","Plataforma 8M Camp","https://twitter.com/Plataforma8M","ES","Reus","2024-03-07","20:00:00","41.160323 1.101878 0 0","41.160323","1.101878","0.0","0.0","Passeig Mata, Reus","{{https://i.imgur.com/LbNV8xQ.jpg}}","https://twitter.com/Plataforma8M/status/1763625249805873642"
"148","2024","Coordinadora Feminista 8M","https://twitter.com/coordinadora8m","CL","Santiago de Chile","2024-03-08","18:00:00","-33.436976 -70.634424 0 0","-33.436976","-70.634424","0.0","0.0","Plaza de la Dignidad, Santiago de Chile","{{https://i.imgur.com/zCcEqaD.jpg}}","https://www.facebook.com/coordinadorafeminista8M"
"149","2024","Juntanza de Mujeres del Cesar","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy","CO","Valledupar","2024-03-05","15:14:00","8 5 10000 80000","8.0","5.0","10000.0","80000.0","Gobernación del César","{{https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy}}","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy"
"150","2024","Juntanza de Mujeres del Cesar","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy","CO","Valledupar","2024-03-08","19:59:00","8 5 10000 10000","8.0","5.0","10000.0","10000.0","Parque de las madres","{{https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy}}","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy"
"151","2024","Juntanza de Mujeres del Cesar","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy","CO","Valledupar","2024-03-08","15:00:00","8 5 10000 10000","8.0","5.0","10000.0","10000.0","Plaza primero de mayo","{{https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy}}","https://www.instagram.com/juntanzamujeresdelcesar1?igsh=emM2MWR4emFuM3Fy"
"152","2024","Coordinadora Transfeminista de Mallorca","https://twitter.com/8mCoordinadora","ES","Palma","2024-03-08","19:00:00","39.575232 2.652486 0 0","39.575232","2.652486","0.0","0.0","Plaça de la Porta Pintada, Palma","{{https://i.imgur.com/xbRd0ww.jpg}}","https://twitter.com/8mCoordinadora/status/1761827608176550338"
"153","2024","Coordinadora de feminismes 8M Girona","https://twitter.com/8mgirona","ES","Girona","2024-03-08","18:00:00","42.022326 2.822969 0 0","42.022326","2.822969","0.0","0.0","Plaça U Octubre, Girona","{{https://i.imgur.com/nCACBeU.png}}",""
"154","2024","Movimiento de Mujeres y Diversidad Mar del Plata y Batán","https://www.instagram.com/movimientodemujeresydiversidad/?hl=es","AR","Mar del Plata","2024-03-08","17:00:00","-37.990346 -57.562367 0 0","-37.990346","-57.562367","0.0","0.0","San Juan y Luro","{{https://live.staticflickr.com/65535/53567035007_5b4ab48663_n.jpg}}","https://www.instagram.com/p/C3lEUAcRFev/?hl=es"
"155","2024","Ni Una Menos","https://www.instagram.com/_niunamenos_/?hl=es","AR","Buenos Aires","2024-03-08","16:00:00","-34.60971 -58.391485 0 0","-34.60971","-58.391485","0.0","0.0","Congreso de la Nación Argentina","{{https://live.staticflickr.com/65535/53567045687_0dc826714b_n.jpg}}","https://www.instagram.com/p/C38JVqKuK_B/?hl=es"
"156","2024","Feminist Fight Back","https://www.feministfightback.org.uk/","GB","London","2024-03-08","18:30:00","51.515257 -0.132219 0 0","51.515257","-0.132219","0.0","0.0","Soho square, London","{{https://www.feministfightback.org.uk/wp-content/uploads/8M-location-1.png}}","https://www.feministfightback.org.uk/event/womens-strike-2024-feminist-strike-for-liberation/"
"157","2024","Women Techmakers","","KE","Nairobi","2024-03-22","11:00:00","-1.282893 36.81579 0 0","-1.282893","36.81579","0.0","0.0","Nairobi, Kenya","{{https://i.imgur.com/82uuEEl.png}}","https://www.meetup.com/gdg-nairobi/events/298721796/"
"158","2024","ESCAP","https://asiapacific.unwomen.org/en/stories/in-focus/2024/02/in-focus-international-womens-day-2024-in-asia-and-the-pacific","TH","Bangkok","2024-03-08","10:00:00","13.763979 100.508027 0 0","13.763979","100.508027","0.0","0.0","United Nations Conference Centre. Bangkok, Thailand","{{https://i.imgur.com/622rDS8.png}}","https://www.unescap.org/news/asia-and-pacific-marks-international-womens-day-2024"
"159","2024","Women's March","https://www.womensmarch.com/","US","Washington","2024-03-26","00:00:00","38.901986 -77.032051 0 0","38.901986","-77.032051","0.0","0.0","Washington","{{https://s3.us-east-1.amazonaws.com/ak-womensmarch/images/editor-2024-02-21-2.png}}","https://act.womensmarch.com/survey/March-26-Action-Sign-Up/"
"160","2024","Womens March Taiwan","https://www.facebook.com/WomensMarchTaiwan","TW","Taipei","2024-03-09","13:30:00","25.037082 121.563509 0 0","25.037082","121.563509","0.0","0.0","Little Chai House (No. 3-1 Baoan Street, Distrito de Datong, ciudad de Taipei)","{{https://i.imgur.com/QQ2d13C.png}}","https://www.facebook.com/events/3574287806120826/"
"161","2024","Plataforma de lucha contra la violencia hacia las mujeres","https://www.facebook.com/profile.php?id=100064287564991","BO","Santa Cruz de la Sierra","2024-03-08","17:30:00","-17.774103 -63.181379 0 0","-17.774103","-63.181379","0.0","0.0","Recorrido de la marcha: Desde la Gobernación de Santa Cruz al Palacio de Justicia","{{https://www.facebook.com/photo/?fbid=797338929085685&set=pcb.797338989085679}}","<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fpermalink.php%3Fstory_fbid%3Dpfbid027a2FxNq4Ppce8HRSCfVhrbPzSEPWY3ebFjZ1d1ZYxAhbk7u6YueZp7ZcFwW5qA8Bl%26id%3D100064287564991&show_text=true&width=500"" width=""500"" height=""551"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>"
"162","2024","Familiares caminando por justicia","Face. familiares caminando por justicia","MX","Puebla","2024-03-08","12:21:00","19.409845 -99.078359 2222.89990234375 100","19.409845","-99.078359","2222.89990234375","100.0","Fiscalía de Puebla","{{No tengo}}","https://www.facebook.com/share/p/BjUqE5nDF2Qu7uED/?mibextid=oFDknk"
"163","2024","Familiares caminando por justicia","Face. familiares caminando por justicia","MX","Puebla","2024-03-08","12:05:00","19.409019 -99.078488 2223 34.05379867553711","19.409019","-99.078488","2223.0","34.05379867553711","No tiene","{{No tiene}}","https://www.facebook.com/share/p/BjUqE5nDF2Qu7uED/?mibextid=oFDknk"
"164","2024","Philippine Commission of Women","https://pcw.gov.ph/2024-national-womens-month-celebration/","PH","Manila","2024-03-08","00:00:00","14.590975 120.980717 0 0","14.590975","120.980717","0.0","0.0","Manila, Philippine","{{https://asti.dost.gov.ph/wp-content/uploads/20240301-Homepage-Banner-Womens-Month.jpg}}","https://asti.dost.gov.ph/transparency/gad/2024-national-womens-month-celebration/"
"165","2024","8March KZ","https://www.instagram.com/8marchkz/","KZ","Almatý","2024-03-08","00:00:00","43.237446 76.942671 0 0","43.237446","76.942671","0.0","0.0","Almatý","{{https://i.imgur.com/8d9qqlP.png}}",""
"166","2024","8March KZ","https://www.instagram.com/8marchkz/","KZ","Kostanay","2024-03-08","00:00:00","53.214513 63.633115 0 0","53.214513","63.633115","0.0","0.0","Kostanay","{{https://i.imgur.com/d6ugAD3.png}}",""
"167","2024","Coordinadora Feminista 8M","https://www.facebook.com/coordinadorafeminista8M","CL","Santiago","2024-03-08","18:00:00","-33.437046 -70.634417 0 0","-33.437046","-70.634417","0.0","0.0","Plaza Dignidad","{{https://i.imgur.com/shBQSm9.png}}","https://www.facebook.com/photo/?fbid=706264651706706&set=pcb.706264768373361&locale=es_LA"
"168","2024","Mujeres Chocoanas","https://twitter.com/RutaPacificaM","CO","Chocó","2024-03-08","00:00:00","5.69211 -76.657756 0 0","5.69211","-76.657756","0.0","0.0","Istmina, Chocó","{{https://i.imgur.com/FRqq05o.png}}",""
"169","2024","Red Feminista de Guadalajara","https://twitter.com/yovoy8demarzo","MX","Guadalajara","2024-03-08","16:30:00","20.677454 -103.34749 0 0","20.677454","-103.34749","0.0","0.0","La Rotonda hacia Glorieta de lxs Desaparecidxs","{{https://i.imgur.com/L6uCTSd.png}}","https://twitter.com/yovoy8demarzo/status/1760356087973200383?s=46"
"170","2024","Asociación de Estudiantes (Comunicación, Ciencias Políticas, Antropología, Trabajo Social, Historia, Sociología)","","CR","San José","2024-03-08","16:30:00","9.932792 -84.079595 0 0","9.932792","-84.079595","0.0","0.0","Parque Central de San José","{{https://i.imgur.com/CkNO9Kl.png}}","https://www.instagram.com/p/C4HBXxlxciu/"
"171","2024","Wikiproyecto LGBT+","https://es.wikipedia.org/wiki/Wikiproyecto:LGBT","RE","Remotod","2024-03-01","00:00:00","26.111053 -23.385542 0 0","26.111053","-23.385542","0.0","0.0","Remoto","{{https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/WP20Symbols_HumanFigure2.svg/1920px-WP20Symbols_HumanFigure2.svg.png}}","https://meta.wikimedia.org/wiki/Event:Mujeres_de_la_diversidad_sexual"
"172","2024","Organizaciones feministas de Turquía","","TR","Estambul","2024-03-03","00:00:00","40.989097 29.029203 0 0","40.989097","29.029203","0.0","0.0","Distrito de Kadıköy","{{https://cdn.imago-images.com/bild/st/0419237947/m.jpg}}",""
"173","2024","Coordinadora 8M Valparaíso","","CL","Valparaíso","2024-03-08","11:00:00","-33.038652 -71.628796 25 100","-33.038652","-71.628796","25.0","100.0","Plaza Sotomayor, Valparaíso","{{https://www.facebook.com/share/p/NgHHmw4P2k8yfQKb/?mibextid=oFDknk}}",""
"174","2024","Movimiento Feminista de Salamanca","","ES","Salamanca","2024-03-08","18:00:00","40.973817 -5.657896 0 0","40.973817","-5.657896","0.0","0.0","Plaza de la Concordia","{{https://x.com/movfeministasa/status/1763987977166897627?s=20}}","Cadena Feminista por Palestina"
"175","2024","Movimiento Feminista de Salamanca","","ES","Salamanca","2024-03-08","19:00:00","40.97393 -5.657993 0 0","40.97393","-5.657993","0.0","0.0","Plaza de la Concordia-Plaza Mayor","{{https://x.com/movfeministasa/status/1763987977166897627?s=20}}","Manifestación #Imparables8M"
"176","2024","Tianguis Cultural del Chopo A.C.","","MX","Ciudad de México","2024-03-09","11:00:00","19.449462 -99.149688 0 0","19.449462","-99.149688","0.0","0.0","Calle Luna con Calle Aldama, Ciudad de México","{{https://drive.google.com/file/d/1T5P39Gz7Ir7heiXj5uhOaY0Ok3rlkrAC/view?usp=sharing}}",""
"177","2024","INAI","","MX","En línea","2024-03-06","09:00:00","11.460775 -99.109198 2225.5 46.22119903564453","11.460775","-99.109198","2225.5","46.22119903564453","https://x.com/INAImexico?t=RQF6DH1LBwr3NsULi5nUOg&s=09","{{https://twitter.com/INAImexico/status/1764803254234366066?t=wicTrmU8md9Yd90LZEktFw&s=19}}","https://twitter.com/bl_ibarra/status/1764755276870078889?t=2Sq-iv6xwesjrgX5B3sgtg&s=19"
"178","2024","Aliadxs Cimarronxs","https://www.instagram.com/aliadxs.cimarronxs","ES","Barcelona","2024-03-07","17:00:00","32.613125 -115.471944 0 0","32.613125","-115.471944","0.0","0.0","Calz. Castellón s/n, Esperanza Conjunto Urbano, 21350 Mexicali, B.C., México","{{https://drive.google.com/file/d/182t8OffHfq_9CI8SxdpWnmupYM_AgwLn/view?usp=sharing}}","https://www.facebook.com/photo?fbid=374807662039927&set=a.121580604029302"
"179","2024","Asemblea Cultural Galega de Barcelona","https://www.instagram.com/acgb/","ES","Barcelona","2024-03-14","19:00:00","41.404203 2.159342 0 0","41.404203","2.159342","0.0","0.0","Carrer del Torrent d'En Vidalet, 32, Gràcia, 08012 Barcelona","{{https://drive.google.com/file/d/1hEBs6p0jNqBSW2WOnwFglSKgsKYNJMad/view?usp=sharing}}","https://www.instagram.com/p/C4GGRJOs25b/"
"180","2024","Malas Feministas Mxl","https://www.facebook.com/MalasFeministasMxl","MX","Mexicali","2024-03-08","16:30:00","32.651389 -115.472865 0 0","32.651389","-115.472865","0.0","0.0","32°39'04.8""N 115°28'21.8""W","{{https://drive.google.com/file/d/1mCoCWHjcNwj1j0FqH3uiihNw2JX_Wxok/view?usp=sharing}}","https://www.facebook.com/events/2483918378457157"
"181","2024","Michis Aborteros","https://www.instagram.com/michis_aborteros/","MX","Ciudad de México","2024-03-12","18:30:00","19.433081 -99.133662 0 0","19.433081","-99.133662","0.0","0.0","No es una actividad pública- Actividad remota","{{https://drive.google.com/file/d/1jKLQmMx0gqEXCt1-VPiCP7nHSIvB3LYS/view?usp=sharing}}","https://www.instagram.com/p/C3_BVOlJSC9/"
"182","2024","Sindicat d'Estudiants","https://www.sindicatdestudiants.net/","ES","Barcelona","2024-03-08","12:00:00","41.386605 2.163303 0 0","41.386605","2.163303","0.0","0.0","Plaça de la Universitat","{{https://www.sindicatdestudiants.net/images/2024/Febrer/8M-cartell_cat.jpeg}}","https://www.sindicatdestudiants.net/index.php/noticies/movimient-estudiantil/general/1349-8m-2024-vaga-estudiantil-feminista-2"
"183","2024","Sindicat d'Estudiants","https://www.sindicatdestudiants.net/","ES","Barcelona","2024-03-08","12:00:00","41.119323 1.246152 0 0","41.119323","1.246152","0.0","0.0","Plaça Imperial Tàrraco, Tarragona","{{https://www.sindicatdestudiants.net/images/2024/Febrer/8M-cartell_cat.jpeg}}","https://www.sindicatdestudiants.net/index.php/noticies/movimient-estudiantil/general/1349-8m-2024-vaga-estudiantil-feminista-2"
"184","2024","Sindicat d'Estudiants","https://www.sindicatdestudiants.net/","ES","Barcelona","2024-03-08","12:00:00","39.480941 -0.366402 0 0","39.480941","-0.366402","0.0","0.0","Av. de Blasco Ibáñez, 13, El Pla del Real, 46010 València, Valencia","{{https://www.sindicatdestudiants.net/images/2024/Febrer/8M-cartell_pv.jpeg}}","https://www.sindicatdestudiants.net/index.php/noticies/movimient-estudiantil/general/1349-8m-2024-vaga-estudiantil-feminista-2"
"185","2024","Sindicat d'Estudiants","https://www.sindicatdestudiants.net/","ES","Barcelona","2024-03-08","12:00:00","38.351686 -0.494275 0 0","38.351686","-0.494275","0.0","0.0","C. de Wenceslao Fernández Flórez, 1, 03005 Alicante","{{https://www.sindicatdestudiants.net/images/2024/Febrer/8M-cartell_pv.jpeg}}","https://www.sindicatdestudiants.net/index.php/noticies/movimient-estudiantil/general/1349-8m-2024-vaga-estudiantil-feminista-2"
"186","2024","Comissió 8M de Badalona","https://www.instagram.com/comissio8mbdn","ES","Badalona","2024-03-08","18:00:00","41.443651 2.23824 0 0","41.443651","2.23824","0.0","0.0","Plaça Països Catalans, Badalona","{{https://assemblea8m.cat/wp-content/uploads/2024/03/badalona_mani.png}}","https://www.instagram.com/p/C30l2ddKM6J/?img_index=1"
"187","2024","Grève féministe","https://www.grevefeministe.fr/","FR","Montpellier","2024-03-08","14:30:00","43.608727 3.879835 0 0","43.608727","3.879835","0.0","0.0","Place de la Comédie, 34000 Montpellier, France","{{https://i.imgur.com/EtQTarN.jpg}}","https://www.grevefeministe.fr/8-mars-2024/"
"188","2024","Non Una Di Meno - Milano","https://nonunadimenomilanoblog.wordpress.com/","IT","MIlano","2024-03-08","18:30:00","45.48444 9.204386 0 0","45.48444","9.204386","0.0","0.0","Stazione Milano Centrale/ Piazza Duca d'Aosta","{{https://i.imgur.com/xuu78NY.jpg}}","https://fb.me/e/byULEIcPe"
"189","2024","Non una di meno Firenze","https://twitter.com/NonunadimenoF","IT","Firenze","2024-03-08","15:00:00","43.776771 11.260286 0 0","43.776771","11.260286","0.0","0.0","Piazza della Santissima Annunziata, Firenze","{{https://i.imgur.com/AFjT0e8.jpeg}}","https://www.facebook.com/events/1494098521178709"
"190","2024","Non una di meno","https://www.facebook.com/nonunadimeno","IT","Brescia","2024-03-08","10:30:00","45.539172 10.221332 0 0","45.539172","10.221332","0.0","0.0","Piazza Duomo, Brescia","{{https://i.imgur.com/7wW6Kcm.jpeg}}","https://www.facebook.com/nonunadimeno"
"191","2024","Granada Visible","https://twitter.com/granadavisible/","ES","Granada","2024-03-08","18:00:00","37.183476 -3.602109 0 0","37.183476","-3.602109","0.0","0.0","Plaza del Triunfo","{{https://i.imgur.com/XGx46mq.png}}","https://twitter.com/granadavisible/status/1761421645699309915/photo/1"
"192","2024","Guayaquil Feminista","https://www.instagram.com/guayaquilfeminista/","EC","Guayaquil","2024-03-08","16:30:00","-2.189903 -79.887671 0 0","-2.189903","-79.887671","0.0","0.0","Parque Soledad Rodríguez (Ex parque Centenario)","{{https://i.imgur.com/VfNudhP.png}}","https://www.instagram.com/p/C3lufQqM5cL/?igsh=MWx6Y3VjYzc2aGI4bQ%3D%3D"
"193","2024","Asamblea transfeminista de mujeres y disidencias","asambleatransfeministademujeresydisidencias@gmail.com","EC","Quito","2024-03-08","16:00:00","-0.20097 -78.497136 0 0","-0.20097","-78.497136","0.0","0.0","Av 10 de agosto y bolivar en la caja del seguro","{{https://www.instagram.com/p/C4EvnbBrnXQ/?igsh=MWlvZG1ud3pwandqcA==}}","https://www.instagram.com/p/C4EvnbBrnXQ/?igsh=MWlvZG1ud3pwandqcA=="
"194","2024","Feminist AI Research Network","https://aplusalliance.org/","CH","Zurich - Remoto","2024-03-07","15:00:00","47.37416 8.516521 0 0","47.37416","8.516521","0.0","0.0","Zoom","{{https://aplusalliance.org/wp-content/uploads/2024/02/FAIR-for-Zoom-1.jpg}}","https://us02web.zoom.us/webinar/register/WN_Icq6bO5FSzSt4nWH5Ylr1g#/registration"
"195","2024","Amigas Hacker Club","https://amigashacker.club/","MX","Ciudad de México","2024-03-09","13:00:00","19.273815 -99.007475 0 0","19.273815","-99.007475","0.0","0.0","13000 Blas Corral, San Rafael Atlixco, La Asunción, 13000 Ciudad de México, CDMX, México","{{https://amigashacker.club/wp-content/uploads/2024/03/karaoke1-1478x2048.png}}","https://amigashacker.club/2024/02/23/karaoke-transfeminista-contra-la-violencia-de-genero/"
"196","2024","Colectiva Teatral La Caldera","@colectivateatrallacaldera","CO","Bello","2024-03-08","20:00:00","6.332296 -75.560444 0 0","6.332296","-75.560444","0.0","0.0","Carrera 53A #40-09","{{https://corporaciontecoc.org/programacion/la-huelga-2/}}","Nos sumamos en la escena, al grito colectivo de este 8 de marzo, para conmemorar el Día Internacional por los Derechos de las Mujeres con la obra de teatro La Huelga, una historia que se sumerge en la primera huelga de mujeres en Colombia acontecida en Bello en el año 1920 y liderada por Betsabé Espinal, llevamos a la escena este acontecimiento histórico para seguir develando las problemáticas que aún hoy recaen sobre nuestros cuerpos rescatando del pasado la fuerza y lucha de las obreras bellanitas, para continuar abriendo caminos hacia la equidad e igualdad.  🐚 Les invitamos a que nos acompañen este viernes 8 de marzo a las 8:00pm en Tecoc, Casa Teatro en Bello."
"197","2024","Mancomunidad THAM","","ES","Torrelodones","2024-03-07","19:00:00","40.575114 -3.926331 0 0","40.575114","-3.926331","0.0","0.0","Teatro Bulevar, Torrelodones","{{https://lavozdelasierra.es/2024/03/04/celebracion-del-dia-internacional-de-la-mujer-en-torrelodones/}}","https://lavozdelasierra.es/2024/03/04/celebracion-del-dia-internacional-de-la-mujer-en-torrelodones/"
"198","2024","Jane´s Walk Morelia","https://www.instagram.com/janeswalkmorelia/","MX","Morelia","2024-03-08","16:30:00","19.70295 -101.192171 0 0","19.70295","-101.192171","0.0","0.0","a las afueras de Palacio de Gobierno. Av. Morelos sur, col. Centro, CP. 58000","{{https://www.instagram.com/p/C4HdrrdtEHk/?igsh=NmNlcnRhOWUwYnln}}","https://www.instagram.com/p/C4HdrrdtEHk/?igsh=NmNlcnRhOWUwYnln"
"199","2024","Jane´s Walk Morelia","https://www.instagram.com/janeswalkmorelia/","MX","Morelia","2024-03-08","16:30:00","19.702913 -101.192062 0 0","19.702913","-101.192062","0.0","0.0","a las afueras de Palacio de Gobierno, Av. Morelos sur, col. Centro cp.58000","{{https://www.instagram.com/p/C4HdrrdtEHk/?igsh=NmNlcnRhOWUwYnln}}","https://www.instagram.com/p/C4HdrrdtEHk/?igsh=NmNlcnRhOWUwYnln"
"200","2024","Club del mapa. Universidad Politécnica de Valencia","https://www.alumni.upv.es/es/actividades/club/club-del-mapa","ES","Valencia","2024-03-07","12:30:00","39.484053 -0.343785 0 0","39.484053","-0.343785","0.0","0.0","ETSI Geodésica, Cartogr. y Top., Camino de Vera, s/n, Edificio 7 i, 46022 Valencia","{{https://www.upv.es/}}","https://www.alumni.upv.es/es/groups/club-del-mapa/presentaci%C3%B3n-del-geoportal-criteria-taronja-y-organizaci%C3%B3n-de-actividad-de"
"201","2024","Batucada surversiva","Surversiva","CO","Ipiales","2024-03-08","13:07:00","77.64234 0.82883 0 0","77.64234","0.82883","0.0","0.0","Parque Santander","{{Instagram batucada surversiva}}","https://www.instagram.com/p/C4BaLU9OUHR/?igsh=OG5tc3Znem56ZjMz"
"202","2024","Moda en Teoría","https://www.instagram.com/modaenteoria?igsh=MTZqYXZ5aHI5MHZlMw%3D%3D&utm_source=qr","PY","Asunción","2024-03-08","17:00:00","-25.278903 -57.639094 86.21407794952393 15.258766570526682","-25.278903","-57.639094","86.21407794952393","15.25876657052668","Plaza Uruguaya","{{https://drive.google.com/file/d/1M8c30VByhtwT4vT0LmiPyWcL_EvOoBQr/view?usp=drivesdk}}","https://www.instagram.com/modaenteoria?igsh=MTZqYXZ5aHI5MHZlMw%3D%3D&utm_source=qr"
"203","2024","Casacuento de Aregua - Biblioteca Comunitaria","https://www.instagram.com/casacuento.aregua?igsh=MTJ3N201dTBzbnhibw==","PY","Aregua","2024-03-09","16:00:00","-25.303875 -57.39036 0 20","-25.303875","-57.39036","0.0","20.0","Prosperidad y Las Residentas","{{https://www.instagram.com/casacuento.aregua?igsh=MTJ3N201dTBzbnhibw==}}",""
"204","2024","Casacuento de Aregua - Biblioteca Comunitaria","https://www.instagram.com/casacuento.aregua?igsh=MTJ3N201dTBzbnhibw==","PY","Aregua","2024-03-09","16:00:00","-25.303875 -57.39036 0 20","-25.303875","-57.39036","0.0","20.0","Prosperidad c Avda Las Residentas","{{https://www.instagram.com/casacuento.aregua?igsh=MTJ3N201dTBzbnhibw==}}",""
"205","2024","Festival Somos Marea. Villa Elisa, El Rincón y Arturo Seguí.","https://www.instagram.com/somosmareafest?igsh=MWVueHp1YXMyOG5mZg==","AR","Villa Elisa - La Plata","2024-03-09","17:00:00","-34.885868 -58.095177 28.399999618530273 7.525000095367432","-34.885868","-58.095177","28.39999961853027","7.525000095367432","Calle 7 y 50. Villa Elisa","{{https://www.instagram.com/p/C36Vg5ZteZ2/?igsh=MXVld2VzcmpsMTV6bQ==}}","https://www.instagram.com/somosmareafest?igsh=MWVueHp1YXMyOG5mZg=="
"206","2024","Asociación de Geógrafas Feministas de Chile","https://www.instagram.com/geografaschile/","CL","Santiago","2024-03-08","18:00:00","-33.440265 -70.64037 0 0","-33.440265","-70.64037","0.0","0.0","Av. Libertador Bernardo O'Higgins & Portugal","{{https://i.imgur.com/0GisdvF.png}}","https://www.instagram.com/p/C4HWcqXO9GW/"
